Departamento,Municipio,IPS,NIT,Gerente,Caracter,Habilitada
Boyacá,SANTA SOFÍA,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SANTA SOFIA,820003284,CLAUDIA PATRICIA CELY ANDRADE,MUNICIPAL,SI
Boyacá,SANTANA,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SANTANA,820003632,DALMIS GIOVANNI LEON QUITIAN,MUNICIPAL,SI
Boyacá,SIACHOQUE,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SIACHOQUE,820003684,HEIDY JOHANA CORREA CARREÑO,MUNICIPAL,SI
Boyacá,SOATÁ,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ANTONIO DE SOATA,891800611,SHEYLA FANORY RINCON CAICEDO,DEPARTAMENTAL,SI
Boyacá,SOCHA,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAGRADO CORAZON DE JESUS DE SOCHA,881862576,ILSE CAROLINA SANCHEZ MANRIQUE,MUNICIPAL,SI
Boyacá,SOCOTÁ,ESE CENTRO DE SALUD SAN ANTONIO DE SOCOTÁ,826002060,HERIBERTO BENITEZ BENITEZ,MUNICIPAL,SI
Boyacá,SOGAMOSO,HOSPITAL REGIONAL DE SOGAMOSO EMPRESA SOCIAL DEL ESTADO,891855039,JULIO CESAR PIÑEROS CRUZ,DEPARTAMENTAL,SI
Boyacá,SOGAMOSO,SALUD SOGAMOSO EMPRESA SOCIAL DEL ESTADO,826000923,DIANA CATALINA DELGADO JIMENEZ,MUNICIPAL,SI
Boyacá,SOGAMOSO,Servicio Nacional de Aprendizaje SENA,899999034,CARLOS FABIO ALVAREZ ANGEL,NACIONAL,SI
Boyacá,SOMONDOCO,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SAN SEBASTIAN DE SOMONDOCO,820002608,DIANA YAZMIN AVILA MARTINEZ,MUNICIPAL,SI
Boyacá,SORA,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SANTA BARBARA,820003357,ELCY ROCIO MESA SOCHA,MUNICIPAL,SI
Boyacá,SORACÁ,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD FE Y ESPERANZA SORACA,820003533,MARICELA GUERRERO TIBATA,MUNICIPAL,SI
Boyacá,SOTAQUIRÁ,EMPRESA SOCIAL ESTADO CENTRO DE SALUD MANUEL ALBERTO FONSECA SANDOVAL DE SOTAQUIRA,820003374,LIGIA MARLEN GONZALEZ TORRES,DEPARTAMENTAL,SI
Boyacá,SUSACÓN,E.S.E. CENTRO DE SALUD HECTOR PINEDA GALLO SUSACON,826002625,ALEXANDRA MARIA SUAREZ ALARCON,MUNICIPAL,SI
Boyacá,SUTAMARCHÁN,E.S.E. Centro De Salud Santo Eccehomo De Sutamarchan,820003876,ANA MARITZA DAVILA BARON,MUNICIPAL,SI
Boyacá,TASCO,EMPRESA SOCIAL DEL ESTADO NUESTRA SEÑORA DEL ROSARIO,826002694,CLAUDIA MARCELA PEREA ESLAVA,MUNICIPAL,SI
Boyacá,TIBANÁ,ESE GUSTAVO ROMERO HERNADEZ DE TIBANA,820002657,LAURA CONSUELO CAMACHO VALERO,MUNICIPAL,SI
Boyacá,TIBASOSA,EMPRESA SOCIAL DEL ESTADO INES OCHOA PEREZ DE TIBASOSA,826002852,FRANCIS LILIANA TOBO SIACHOQUE,MUNICIPAL,SI
Boyacá,TINJACÁ,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SAN BLAS,820003619,ARYENIS BALLESTEROS RODRIGUEZ,MUNICIPAL,SI
Boyacá,TIPACOQUE,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SANTA RITA DE CASIA TIPACOQUE,826002765,NELSON ORLANDO MARTINEZ QUINTERO,MUNICIPAL,SI
Boyacá,TOCA,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD TOCA,820003524,WEIMAR LEONARDO MURTHE DUARTE,MUNICIPAL,SI
Boyacá,TOGÜÍ,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD DE TOGUI,820003435,EDURNE GARZON ARENAS,MUNICIPAL,SI
Boyacá,TÓPAGA,ESE SAN JUDAS TADEO DE TOPAGA,826002929,DEISY MILENA ALARCON MACANA,MUNICIPAL,SI
Boyacá,TOTA,ESE CENTRO DE SALUD DE TOTA,826002890,CARMEN LUZ MARTINEZ BARRAZA,MUNICIPAL,SI
Boyacá,TUNJA,EMPRESA SOCIAL DEL ESTADO CENTRO DE REHABILITACION INTEGRAL DE BOYACA,891800982,Jairo Mauricio Santoyo Gutierrez,DEPARTAMENTAL,SI
Boyacá,TUNJA,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN RAFAEL TUNJA,891800231,LYDA MARCELA PEREZ RAMIREZ,DEPARTAMENTAL,SI
Boyacá,TUNJA,EMPRESA SOCIAL DEL ESTADO SANTIAGO DE TUNJA,820003850,JULIANA DEL PILAR CORTAZAR MURILLO,MUNICIPAL,SI
Boyacá,TUNJA,INSTITUTO DEPARTAMENTAL DE JUVENTUD Y DEPORTE DE BOYACÁ INDEPORTES BOYACÁ,820000919,FREDY IOVANNY PARDO PINZÓN,DEPARTAMENTAL,SI
Boyacá,TUNJA,"UNIDAD DE POLITICA SOCIAL, SERVICIOS DE SALUD, PSICOLOGIA Y TRABAJO SOCIAL UPTC",891800330,ALFONSO LOPEZ DIAZ,DEPARTAMENTAL,SI
Boyacá,TUNUNGUÁ,ESE CENTRO DE SALUD SANTA BARBARA DE TUNUNGUA,820003839,SANDRA VIVIANA SAMPAYO DIAZ,MUNICIPAL,SI
Boyacá,TURMEQUÉ,EMPRESA SOCIAL DEL ESTADO HOSPITAL BAUDILIO ACERO,891800857,ADRIANA XIMENA GALINDO SANDOVAL,DEPARTAMENTAL,SI
Boyacá,TUTA,EMPRESA SOCIAL DEL ESTADO PUESTO DE SALUD SAN MIGUEL DE TUTA,820003641,MARIA EUGENIA MONTEJO PAEZ,MUNICIPAL,SI
Boyacá,TUTAZÁ,EMPTRESA SOCIAL DEL ESTADO CENTRO DE SALUD SIMON BOLIVAR DE TUTAZA,826002860,LAURA CATALINA REALES SUANCHA,MUNICIPAL,SI
Boyacá,UMBITA,ESE CENTRO DE SALUD SAN RAFAEL,820003782,DALILA ANDREA CELY CRISTANCHO,MUNICIPAL,SI
Boyacá,VENTAQUEMADA,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD DE VENTAQUEMADA,820002248,SANDRA PATRICIA MANCIPE GIL,MUNICIPAL,SI
Boyacá,VILLA DE LEYVA,ESE HOSPITAL SAN FRANCISCO DE VILLA DE LEYVA,891800906,ZULMA ESTUPIÑAN ESTUPIÑAN,MUNICIPAL,SI
Boyacá,VIRACACHÁ,E.S.E CENTRO DE SALUD VIRACACHA,820003352,INGRID FERNANDA CEPEDA GOMEZ,MUNICIPAL,SI
Boyacá,ZETAQUIRA,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD DE ZETAQUIRA,820002715,SONIA ELSY CENDALES ARIAS,MUNICIPAL,SI
Caldas,AGUADAS,HOSPITAL SAN JOSE DE AGUADAS ESE,890801035,GUILLERMO ALZATE ZULUAGA,MUNICIPAL,SI
Caldas,ANSERMA,ESE HOSPITAL SAN VICENTE DE PAUL,800191101,OLGA LUCIA CORRALES RAMIREZ,MUNICIPAL,SI
Caldas,ARANZAZU,ESE HOSPITAL DEPARTAMENTAL SAN VICENTE DE PAUL,890802218,JHON DIEGO VILLEGAS MARIN,DEPARTAMENTAL,SI
Caldas,BELALCÁZAR,ESE HOSPITAL SAN JOSE DE BELALCAZAR,800194627,mauricio sanchez mazo,MUNICIPAL,SI
Caldas,CHINCHINÁ,ESE HOSPITAL SAN MARCOS,890802036,SANDRA LUCIA DIAZ TEJADA,MUNICIPAL,SI
Caldas,FILADELFIA,ESE HOSPITAL SAN BERNARDO,890802223,MÓNICA EUGENIA MORALES CARMONA,MUNICIPAL,SI
Caldas,LA DORADA,EMPRESA SOCIAL DEL ESTADO E.S.E SALUD DORADA,900065515,RODRIGO ALBERTO FORTICH ABISAMBRA,MUNICIPAL,SI
Caldas,LA DORADA,ESE HOSPITAL SAN FELIX - LA DORADA,810000913,LUIS EDUARDO CESPEDES DE LOS RIOS,DEPARTAMENTAL,SI
Caldas,LA MERCED,ESE HOSPITAL LA MERCED,890805203,MAURICIO ARBELAEZ VARGAS,MUNICIPAL,SI
Caldas,MANIZALES,ALCALDÍA DE MANIZALES,890801053,JOSÉ OCTAVIO CARDONA LEON,MUNICIPAL,SI
Caldas,MANIZALES,ASSBASALUD ESE,800044967,DANIEL CUERVO SIERRA,MUNICIPAL,SI
Caldas,MANIZALES,CENTRO DE RECEPCION DE MENORES,890804256,MARIA ENIDIA RIOS NARANJO,MUNICIPAL,SI
Caldas,MANIZALES,DEFENSA CIVIL COLOMBIANA,899999717,MIGUEL ERNESTO PEREZ GUARNIZO,NACIONAL,SI
Caldas,MANIZALES,ESE HOSPITAL DEPARTAMENTAL UNIVERSITARIO SANTA SOFIA DE CALDAS,890801099,WILLIAM ARIAS BETANCURT,DEPARTAMENTAL,SI
Caldas,MANIZALES,GOBERNACIÓN DE CALDAS,890801052,GUIDO ECHEVERRI PIEDRAHITA,DEPARTAMENTAL,SI
Caldas,MANIZALES,HOSPITAL GENERAL SAN ISIDRO EMPRESA SOCIAL DEL ESTADO,800139366,CESAR AUGUSTO RINCONES SANCHEZ,MUNICIPAL,SI
Caldas,MANIZALES,INDUSTRIA LICORERA DE CALDAS,890801167,LUIS ROBERTO RIVAS MONTOYA,,SI
Caldas,MANIZALES,JUNTA DEFENSA CIVIL LA ENEA,810002606,MANUEL ALONSO VALENCIA LEON,NACIONAL,SI
Caldas,MANIZALES,UNIVERSIDAD NACIONAL DE COLOMBIA,899999063,IGNACIO MANTILLA PRADA,,SI
Caldas,MANZANARES,ESE HOSPITAL SAN ANTONIO DE MANZANARES CALDAS,890801699,GERMAN ARISTIZABAL MORENO,MUNICIPAL,SI
Caldas,MARMATO,ESE HOSPITAL DEPARTAMENTAL SAN ANTONIO DE MARMATO,810001392,CRISTIAN ALEJANDRO PARRA ROJAS,DEPARTAMENTAL,SI
Caldas,MARQUETALIA,HOSPITAL DEPARTAMENTAL SAN CAYETANO DE MARQUETALIA EMPRESA SOCIAL DEL ESTADO E.S.E,890801274,ANDRES OSWALDO AGUILAR ALZATE,DEPARTAMENTAL,SI
Caldas,MARULANDA,ESE DEPARTAMENTAL HOSPITAL SAN JOSE DE MARULANDA,890805260,OLGA LUCIA LONDOÑO MASSO,DEPARTAMENTAL,SI
Caldas,NEIRA,ESE HOSPITAL DEPARTAMENTAL SAN JOSE DE NEIRA,890801562,FRANCISCO JAVIER GOMEZ CASTAÑO,DEPARTAMENTAL,SI
Caldas,NORCASIA,ESE DEPARTAMENTAL HOSPITAL SAGRADO CORAZON,810000912,MARILU HERNANDEZ MENDEZ,DEPARTAMENTAL,SI
Caldas,PÁCORA,E.S.E HOSPITAL SANTA TERESITA DE PACORA,890801517,CAROLINA GIRALDO ARANGO,MUNICIPAL,SI
Caldas,PENSILVANIA,ESE HOSPITAL LOCAL SAN JUAN DE DIOS,890801719,DIANA MILENA GALLO FRANCO,MUNICIPAL,SI
Caldas,RIOSUCIO,ASOCIACIÓN INDÍGENA DEL CAUCA AIC EPS INDÍGENA,817001773,GILBERTO MUÑOZ CORONADO,INDIGENA,SI
Caldas,RIOSUCIO,HOSPITAL DEPARTAMENTAL SAN JUAN DE DIOS DE RIOSUCIO CALDAS ESE,890801989,WILSON DIDIER CARMONA DUQUE,DEPARTAMENTAL,SI
Caldas,RISARALDA,HOSPITAL DEPARTAMENTAL SAN RAFAEL DE RISARALDA EMPRESA SOCIAL DEL ESTADO,890801235,GLORIA PATRICIA RIOS BARAHONA,DEPARTAMENTAL,SI
Caldas,SALAMINA,HOSPITAL DEPARTAMENTAL FELIPE SUAREZ ESE,890801026,IVAN FERNANDO ABASOLO GUERRERO,DEPARTAMENTAL,SI
Caldas,SAMANÁ,ESE HOSPITAL SAN JOSE DE SAMANA,890802961,EDINSON RAFAEL PITRE MONTERO,MUNICIPAL,SI
Caldas,SAN JOSÉ,ESE HOSPITAL DEPARTAMENTAL SAN JOSE DE SAN JOSE,810001159,FERNANDO SALAZAR VILLEGAS,DEPARTAMENTAL,SI
Caldas,SUPÍA,Asociación ips indígena tricauma,900406662,SANDRA MILENA LEON RIVERA,INDIGENA,SI
Caldas,SUPÍA,ESE HOSPITAL SAN LORENZO DE SUPIA,890801758,MARY CRUZ HERNANDEZ LARGO,MUNICIPAL,SI
Caldas,VICTORIA,ESE HOSPITAL DEPARTAMENTAL SAN SIMON DE VICTORIA,890802628,JAIME ENRIQUE ACOSTA DIAZ,DEPARTAMENTAL,SI
Caldas,VILLAMARÍA,ESE DEPARTAMENTAL HOSPITAL SAN ANTONIO DE VILLAMARIA,890801944,MONICA LILIANA DIAZ HENAO,DEPARTAMENTAL,SI
Caldas,VITERBO,ESE HOSPITAL SAN JOSE,890802978,MARISOL FRANCO RIAÑO,MUNICIPAL,SI
Caquetá,BELÉN DE LOS ANDAQUIES,E.S.E. RAFAEL TOVAR POVEDA,900211477,EDGAR ADRIAN HITSCHERICH POLANCO,DEPARTAMENTAL,SI
Caquetá,EL DONCELLO,E.S.E. SOR TERESA ADELE,900211460,LORENA LOZANO ORREGO,DEPARTAMENTAL,SI
Caquetá,FLORENCIA,AEROPUERTO GUSTAVO ARTUNDUAGA PAREDES,899999059,GUSTAVO ALBERTO LENIS STEFFENS,NACIONAL,SI
Caquetá,FLORENCIA,ESE HOSPITAL COMUNAL MALVINAS,828000386,LUIS FRANCISCO RUIZ AGUILAR,MUNICIPAL,SI
Caquetá,FLORENCIA,HOSPITAL DEPARTAMENTAL MARIA INMACULADA ESE,891180098,JOHN ERNESTO GALVIS QUINTERO,DEPARTAMENTAL,SI
Caquetá,FLORENCIA,UNIVERSIDAD DE LA AMAZONIA,891190346,GERARDO ANTONIO CASTRILLON ARTUNDUAGA,NACIONAL,SI
Caquetá,SAN VICENTE DEL CAGUÁN,Defensas Civil Colombiana,899999717,MIGUEL ERNESTO PEREZ GUARNIZO,DEPARTAMENTAL,SI
Caquetá,SAN VICENTE DEL CAGUÁN,E.S.E. HOSPITAL SAN RAFAEL,891190011,MARLON MAURICIO MARROQUIN GONZALEZ,DEPARTAMENTAL,SI
Caquetá,VALPARAÍSO,E.S.E. FABIO JARAMILLO LONDOÑO,900211468,WILLIBALDO RODRIGUEZ FIGUEROA,DEPARTAMENTAL,SI
Casanare,AGUAZUL,HOSPITAL DE AGUAZUL JUAN HERNANDO URREGO EMPRESA SOCIAL DEL ESTADO,844001355,INGRID JOHANA VELANDIA AVELLA,MUNICIPAL,SI
Casanare,HATO COROZAL,IPSI CAÑO MOCHUELO DEL CABILDO INDIGENA DEL RESGUARDO CAÑO MOCHUELO,900827186,GERARDO ALI RODRIGUEZ GARCIA,INDIGENA,SI
Casanare,TAURAMENA,E.S.E HOSPITAL LOCAL DE TAURAMENA,844001287,MARIA CONSTANZA VEGA ORDUZ,MUNICIPAL,SI
Casanare,VILLANUEVA,RED SALUD CASANARE E.S.E.,844004197,LEIDER YESID DAZA TAVERA,DEPARTAMENTAL,SI
Casanare,YOPAL,EMPRESA SOCIAL DEL ESTADO SALUD YOPAL,844003225,EDWIN DE JESUS RODRIGUEZ BARRERA,MUNICIPAL,SI
Casanare,YOPAL,HOSPITAL DE YOPAL ESE,891855029,RONALD PAUL ROA CASTAÑEDA,DEPARTAMENTAL,SI
Cauca,BOLÍVAR,ESE SUR OCCIDENTE,900145767,CESAR EDMUNDO SARRIA PORRAS,DEPARTAMENTAL,SI
Cauca,BUENOS AIRES,EMPRESA SOCIAL DEL ESTADO NORTE 1 E.S.E.,900146010,JORGE VIRGILIO MEDINA OCORO,DEPARTAMENTAL,SI
Cauca,CALDONO,ASOCIACION DE CABILDOS UKAWE'SX NASA ÇXHAB IPS-I,817000224,SAMUEL DICUE RAMOS,INDIGENA,SI
Cauca,CALOTO,EMPRESA SOCIAL DEL ESTADO ESE NORTE 2,900146006,BEATRIZ BOHORQUEZ SALINAS,DEPARTAMENTAL,SI
Cauca,EL TAMBO,EMPRESA SOCIAL DEL ESTADO HOSPITAL DE EL TAMBO CAUCA,891501104,EDGAR EDUARDO VILLA,MUNICIPAL,SI
Cauca,GUAPI,EMPRESA SOCIAL DEL ESTADO GUAPI ESE,900146012,OSCAR EDUARDO ANGOLA LASSO,DEPARTAMENTAL,SI
Cauca,INZÁ,IPS INDIGENA JUAN TAMA,817000102,JHON JAIRO QUIRA YUGUE,INDIGENA,SI
Cauca,JAMBALÓ,CXAYU`CE JXUT EMPRESA SOCIAL DEL ESTADO,900052148,ANGELICA AGUILAR RUGELES,DEPARTAMENTAL,SI
Cauca,LA VEGA,EMPRESA SOCIAL DEL ESTADO ESE SUR- ORIENTE,900145572,LADY YANETH LOPEZ GOMEZ,DEPARTAMENTAL,SI
Cauca,PAEZ,ASOCIACION DE CABILDOS NASA C?HA C?HA,817000260,DUBAN ARBEY VELASCO VELASCO,INDIGENA,SI
Cauca,PAEZ,EMPRESA SOCIAL DEL ESTADO TIERRADENTRO ESE,900145585,CLARA LORENA KNUDSON CAMPO,DEPARTAMENTAL,SI
Cauca,PATÍA,E.S.E. HOSPITAL NIVEL I EL BORDO,891500736,FERNANDO CASTRO TORRES,MUNICIPAL,SI
Cauca,PIENDAMÓ,EMPRESA SOCIAL DEL ESTADO ESE CENTRO I,900145581,ELMER MUÑOZ ROSERO,DEPARTAMENTAL,SI
Cauca,POPAYÁN,ASOCIACIÓN INDÍGENA DEL CAUCA AIC EPS INDIGENA,817001773,GILBERTO MUÑOZ CORONADO,,SI
Cauca,POPAYÁN,CONSEJO REGIONAL INDIGENA DEL CAUCA CRIC,817002466,NEIS OLIVERIO LAME CAMAYO,INDIGENA,SI
Cauca,POPAYÁN,DEFENSA CIVIL COLOMBIANA,899999717,MIGUEL ERNESTO PEREZ GUARNIZO,DEPARTAMENTAL,SI
Cauca,POPAYÁN,EMPRESA SOCIAL DEL ESTADO POPAYAN E.S.E.,900145579,ZULLY BERNARDA RUIZ MENESES,DEPARTAMENTAL,SI
Cauca,POPAYÁN,ESE HOSPITAL SUSANA LOPEZ DE VALENCIA,891501676,EDGAR EDUARDO VILLA,DEPARTAMENTAL,SI
Cauca,POPAYÁN,ESTABLECIMIENTO DE SANIDAD POLICIAL POPAYAN,800140624,RICARDO AUGUSTO ALARCON CAMPOS,NACIONAL,SI
Cauca,POPAYÁN,HOSPITAL UNIVERSITARIO SAN JOSE DE POPAYAN E.S.E.,891580002,DERLIN YURANI DELGADO RODRIGUEZ,MUNICIPAL,SI
Cauca,POPAYÁN,Servicio Nacional de Aprendizaje SENA,899999034,CARLOS FABIO ALVAREZ ANGEL,NACIONAL,SI
Cauca,POPAYÁN,UNIVERSIDAD DEL CAUCA,891500319,José Luis Diago Franco,NACIONAL,SI
Cauca,PUERTO TEJADA,EMPRESA SOCIAL DEL ESTADO NORTE 3 - ESE,900146438,CARLOS GABRIEL QUIÑONEZ QUINTERO,DEPARTAMENTAL,SI
Cauca,ROSAS,EMPRESA SOCIAL DEL ESTADO CENTRO 2 E.S.E.,900146471,JESUS BOLIVAR CERON CAICEDO,DEPARTAMENTAL,SI
Cauca,SANTANDER DE QUILICHAO,Asociación de Cabildos Indígenas del Norte del Cauca SALUD-ACIN. Entidad Publica de carácter especial.,817000232,ROSALBA VELASCO,INDIGENA,SI
Cauca,SANTANDER DE QUILICHAO,HOSPITAL FRANCISCO DE PAULA SANTANDER E.S.E. NIVEL II,891500084,ORLAN MINA VERGARA,DEPARTAMENTAL,SI
Cauca,SANTANDER DE QUILICHAO,QUILISALUD E.S.E.,817003532,IVAN ANTONIO LEDEZMA GOMEZ,MUNICIPAL,SI
Cauca,SILVIA,ASOCIACION DE AUTORIDADES INDIGENAS DEL ORIENTE CAUCANO,817004984,CARLOS ALFREDO GUAZA QUILINDO,INDIGENA,SI
Cauca,SILVIA,CABILDO DE GUAMBIA HOSPITAL MAMA DOMINGA,817000162,LILIANA PECHENE MUELAS,INDIGENA,SI
Cauca,TIMBÍO,CENTRO DE SALUD DE TIMBIO E.S.E.,817000999,MONICA LILIANA CAMPO MARTINEZ,MUNICIPAL,SI
Cauca,TIMBIQUÍ,EMPRESA SOCIAL DEL ESTADO OCCIDENTE E.S.E,900145588,MILEN LORY RIASCOS RIASCOS,DEPARTAMENTAL,SI
Cauca,TORIBIO,CXAYU`CE JXUT EMPRESA SOCIAL DEL ESTADO,900052148,ANGELICA AGUILAR RUGELES,DEPARTAMENTAL,SI
Cauca,TOTORÓ,CORPORACION IPS I NAMOI WASR del Cabildo de la parcialidad Indígena de Totoró,900426556,JOSE FERNANDO CONEJO,INDIGENA,SI
Cesar,AGUACHICA,ESE HOSPITAL LOCAL DE AGUACHICA,824000785,ANIBAL ENRIQUE LOBO MARTINEZ,MUNICIPAL,SI
Cesar,AGUACHICA,ESE HOSPITAL REGIONAL DE AGUACHICA JOSE DAVID PADILLA VILLAFAÑE,892300445,FERNANDO DE JESUS JACOME GRANADOS,DEPARTAMENTAL,SI
Cesar,AGUSTÍN CODAZZI,E.S.E HOSPITAL AGUSTIN CODAZZI,892300358,JAVIER ENRIQUE SARMIENTO MENDOZA,MUNICIPAL,SI
Cesar,ASTREA,ESE HOSPITAL SAN MARTIN,824000442,JUAN JOSE LARA RODRIGUEZ,MUNICIPAL,SI
Cesar,BECERRIL,ESE HOSPITAL SAN JOSE,824000425,JAKELINE HENRIQUEZ HERNANDEZ,MUNICIPAL,SI
Cesar,BOSCONIA,HOSPITAL SAN JUAN BOSCO E.S.E,824000450,DIOMEDES HUMBERTO ALCINA MERCADO,MUNICIPAL,SI
Cesar,CHIMICHAGUA,HOSPITAL INMACULADA CONCEPCION ESE,892300179,CESAR ALBERTO SUAREZ MEDINA,MUNICIPAL,SI
Cesar,CHIRIGUANÁ,Hospital Regional San Andres ESE,892300175,LUZ MERY CONTRERAS PEREZ,DEPARTAMENTAL,SI
Cesar,CURUMANÍ,ESE HOSPITAL LOCAL CURUMANI CRISTIAN MORENO PALLARES,824000426,alain ramon carcamo parra,DEPARTAMENTAL,SI
Cesar,EL COPEY,HOSPITAL SAN ROQUE ESE,800119945,YAJAIRA CENITH SAN JUAN RIOS,MUNICIPAL,SI
Cesar,EL PASO,HOSPITAL HERNANDO QUINTERO BLANCO E.S.E,824000440,DEISY PATRICIA MANRIQUE ARIAS,MUNICIPAL,SI
Cesar,GAMARRA,ESE HOSPITAL OLAYA HERRERA,892300387,GISSELA DEL CARMEN CABA MARQUEZ,MUNICIPAL,SI
Cesar,GONZÁLEZ,ESE HOSPITAL SAN JUAN CRISOSTOMO,824000472,YANETH CECILIA MARTINEZ SOLANO,MUNICIPAL,SI
Cesar,LA GLORIA,HOSPITAL SAN JOSE ESE,892300343,DALIA GUISELLE ROJAS GALVAN,MUNICIPAL,SI
Cesar,LA JAGUA DE IBIRICO,ESE HOSPITAL JORGE ISAAC RINCON TORRES,824000543,DAVID RAFAEL ROBLES CADENA,MUNICIPAL,SI
Cesar,LA PAZ,ESE HOSPITAL MARINO ZULETA RAMIREZ,824000204,JOSUE CALIXTO GUTIERREZ RAMIREZ,MUNICIPAL,SI
Cesar,MANAURE,ESE HOSPITAL JOSE ANTONIO SOCARRAS,824000462,,MUNICIPAL,SI
Cesar,PAILITAS,HOSPITAL HELI MORENO BLANCO E.S.E,800026173,ROMANO RENATO OLIVIERI DUQUE,MUNICIPAL,SI
Cesar,PELAYA,ESE HOSPITAL FRANCISCO CANOSSA,800150497,JHON LEIDER LOGREIRA SERRANO,MUNICIPAL,SI
Cesar,PUEBLO BELLO,ESE HOSPITAL CAMILO VILLAZON PUMAREJO,824002672,RAMON JOSE ARIZA PERTUZ,DEPARTAMENTAL,SI
Cesar,RÍO DE ORO,ESE HOSPITAL LOCAL DE RIO DE ORO,824000449,ELIANA ESTHER ROZO FLOREZ,MUNICIPAL,SI
Cesar,SAN ALBERTO,ESE HOSPITAL LOCAL LAZARO ALFONSO HERNANDEZ LARA,824000586,YOLIMA SARABIA RINCON,MUNICIPAL,SI
Cesar,SAN DIEGO,EMPRESA SOCIAL DEL ESTADO HOSPITAL EL SOCORRO,824000469,MARIA MILENA MAESTRE MORA,MUNICIPAL,SI
Cesar,SAN MARTÍN,HOSPITAL LOCAL ALVARO RAMIREZ GONZALEZ E.S.E,824000441,LUIS DANIEL VERJEL SANCHEZ,MUNICIPAL,SI
Cesar,TAMALAMEQUE,ESE HOSPITAL TAMALAMEQUE,892300209,JUAN CARLOS MENDOZA MENDOZA,MUNICIPAL,SI
Cesar,VALLEDUPAR,DEFENSA CIVIL COLOMBIANA,899999717,MIGUEL ERNESTO PEREZ GUARNIZO,DEPARTAMENTAL,SI
Cesar,VALLEDUPAR,DEPARTAMENTO DE POLICÍA CESAR,800140623,HUGO CASA VELASQUEZ,NACIONAL,SI
Cesar,VALLEDUPAR,EMPRESA SOCIAL DEL ESTADO HOSPITAL EDUARDO ARREDONDO DAZA,824000725,JUDITH JACOME TORRES,MUNICIPAL,SI
Cesar,VALLEDUPAR,ESE INSTITUTO DEPARTAMENTAL DE REHABILITACION Y EDUCACION ESPECIAL DEL CESAR IDREEC,892300226,NAZLY MERCEDES CALA BRUGUES,DEPARTAMENTAL,SI
Cesar,VALLEDUPAR,HOSPITAL ROSARIO PUMAREJO DE LOPEZ - EMPRESA SOCIAL DEL ESTADO,892399994,ARMANDO DE JESUS ALMEIRA QUIROZ,DEPARTAMENTAL,SI
Cesar,VALLEDUPAR,INSTITUCION PRESTADORA DE SERVICIOS DE SALUD DE LA UNIVERSIDAD POPULAR DEL CESAR I.P.S U.P.C,892300285,CARLOS EMILIANO OÑATE GOMEZ,NACIONAL,SI
Cesar,VALLEDUPAR,Servicio Nacional de Aprendizaje SENA,899999034,CARLOS FABIO ALVAREZ ANGEL,NACIONAL,SI
Chocó,CONDOTO,ESE HOSPITAL SAN JOSE DE CONDOTO,891600061,HAIILIETH YOARLY YURGAKY JORDAN,MUNICIPAL,SI
Chocó,EL CARMEN DE ATRATO,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ROQUE,891680065,MARISOL USUGA MAZO,MUNICIPAL,SI
Chocó,ISTMINA,ESE HOSPITAL EDUARDO SANTOS DE ISTMINA,891680064,YILMAR VALENCIA VARGAS,MUNICIPAL,SI
Chocó,QUIBDÓ,ESE HOSPITAL LOCAL ISMAEL ROLDAN VALENCIA,818001019,,MUNICIPAL,SI
Chocó,QUIBDÓ,Nueva Empresa Social del Estado Hospital Departamental San Francisco de Asís,901108114,CARLOS ENRIQUE PALACIOS PEREA,DEPARTAMENTAL,SI
Chocó,QUIBDÓ,Servicio Nacional de Aprendizaje SENA,899999034,CARLOS FABIO ALVAREZ ANGEL,NACIONAL,SI
Chocó,RIOSUCIO,DEFENSA CIVIL COLOMBIANA,899999717,MIGUEL ERNESTO PEREZ GUARNIZO,NACIONAL,SI
Chocó,TADÓ,ESE HOSPITAL SAN JOSE DE TADO,818000466,YEVIS YOELY LEDEZMA OREJUELA,MUNICIPAL,SI
Córdoba,AYAPEL,E.S.E HOSPITAL SAN JORGE,812001219,DAIRO JOSÉ VERGARA PEREZ,MUNICIPAL,SI
Córdoba,BUENAVISTA,ESE CAMU BUENAVISTA,812004010,LINA MARCELA OYOLA ALVAREZ,MUNICIPAL,SI
Córdoba,CANALETE,E.S.E. CAMU DE CANALETE,812001868,JULIO JESUS BUSTAMANTE CHIQUILLO,MUNICIPAL,SI
