Departamento,Municipio,IPS,NIT,Gerente,Caracter,Habilitada,Nivel,Direccion,Telefono,Email,Encargado,Email Encargado,Cargo Encargado
Cundinamarca,NIMAIMA,E.S.E. CENTRO DE SALUD SAN JOSE DE NIMAIMA,832009187,DERLY LICETH MURCIA GUANA,MUNICIPAL,SI,1,KR 4 No. 5-15,0,saludnimaima@yahoo.com,,,
Cundinamarca,PACHO,E.S.E. HOSPITAL SAN RAFAEL DE PACHO,800099860,BLANCA ENEIDA RUSSI QUIROGA,DEPARTAMENTAL,SI,2,CL 9 No. 16-35,3108649699,hpacho@cundinamarca.gov.co,,,
Cundinamarca,PUERTO SALGAR,EMPRESA SOCIAL DEL ESTADO HOSPITAL DIOGENES TRONCOSO DE PUERTO SALGAR,860024030,ROGER MADARIAGA ARAUJO,DEPARTAMENTAL,SI,1,CALLE 14 # 2-91,(6) 8398212 - 3187344804,hdtpsalgar@hotmail.com,,,
Cundinamarca,RICAURTE,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD DE RICAURTE,900058218,ELVIA FLORANCY ROJAS SANCHEZ,MUNICIPAL,SI,1,CL 4 No. 14B-22,0,csricaurteese@yahoo.es,,,
Cundinamarca,SAN ANTONIO DEL TEQUENDAMA,E.S.E. HOSPITAL SAN ANTONIO DEL TEQUENDAMA,900036553,ELVER FABIAN NOPE FORERO,MUNICIPAL,SI,1,KR 5 No. 4-18,8450424,gerencia@hospital-sanantoniodeltequendama.gov.co,,,
Cundinamarca,SAN FRANCISCO,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SAN FRANCISCO DE SALES,900283194,JAIME ALBERTO VITALIANO ALBA PARDO,MUNICIPAL,SI,1,CL 5 KR 7 ESQ,(1) 8478336,esesanfranciscodesales@hotmail.com,,,
Cundinamarca,SAN JUAN DE RÍO SECO,E.S.E. HOSPITAL SAN VICENTE DE PAUL,860023999,RAFAEL HUMBERTO TORRES ESPEJO,DEPARTAMENTAL,SI,1,CL 4 No. 1-52,8465016,hospitalsjr@gmail.com,,,
Cundinamarca,SASAIMA,E.S.E. HOSPITAL HILARIO LUGO DE SASAIMA,832000029,RIGOBERTO OSUNA GARCIA,DEPARTAMENTAL,SI,1,CARRERA 4 NO 8A-75,091-8468099,hospitalhilariolugo@gmail.com,,,
Cundinamarca,SESQUILÉ,ESE HOSPITAL SAN ANTONIO,899999158,SONIA PIEDAD MONTERO DIAZ,DEPARTAMENTAL,SI,1,CALLE 5 N° 8-66,091-8568062 - 3112305226 - 3107873430,planeacion@hospital-sesquile-cundinamarca.gov.co,,,
Cundinamarca,SIBATÉ,BENEFICENCIA DE CUNDINAMARCA,899999072,YESID ORLANDO DIAZ GARZÓN,DEPARTAMENTAL,SI,1,Kilómetro 25 vía Sibaté,725 09 10 / 725 09 12 PORTERIA 244 32 72,direccionjjv@yahoo.es,,,
Cundinamarca,SILVANIA,HOSPITAL ISMAEL SILVA E.S.E.,808003500,JUAN MANUEL TOVAR BRAVO,MUNICIPAL,SI,1,CL 9 No. 9-25 BARRIO KENNEDY,0,hospitalismaelsilva@yahoo.com,,,
Cundinamarca,SOACHA,E.S.E. HOSPITAL MARIO GAITAN YANGUAS DE SOACHA,800006850,LUIS EFRAÌN FERNÀNDEZ OTÀLORA,DEPARTAMENTAL,SI,1,CL 13 No. 10-48,7309230 ext. 2001,hsoacha@cundinamarca.gov.co,,,
Cundinamarca,SOACHA,EMPRESA DE SALUD - EMPRESA SOCIAL DEL ESTADO DEL MUNICIPIO DE SOACHA,832001794,JOSE RICARDO SALINAS TORRES,MUNICIPAL,SI,1,KR 2 No. 12-38,0,empresadesalud@esesoacha.gov.co,,,
Cundinamarca,SOPÓ,EMPRESA SOCIAL DEL ESTADO HOSPITAL DIVINO SALVADOR DE SOPO,860023878,ANTONIO VICTORINO CRUZ ARAGUNDI,DEPARTAMENTAL,SI,1,KR 4 No. 5-89,8571313/3115914270,hospitalsopo@yahoo.com,,,
Cundinamarca,SUESCA,E.S.E. HOSPITAL NUESTRA SEÑORA DEL ROSARIO SUESCA,832011441,LUZ MARINA MANRIQUE DIAZ,MUNICIPAL,SI,1,CL 9A No. 3-80,0,hnsrsuesca@yahoo.es,,,
Cundinamarca,TABIO,ESE HOSPITAL NUESTRA SEÑORA DEL CARMEN DE TABIO,899999164,GUILLERMO ALBERTO LEON GARCIA,DEPARTAMENTAL,SI,1,CL 3 No. 4-00,0,htabio@cundinamarca.gov.co,,,
Cundinamarca,TAUSA,E.S.E. CENTRO DE SALUD DE TAUSA,832008321,DIANA LYDA PEÑALOSA BONILLA,MUNICIPAL,SI,1,KR 4 No. 4 - 12,8583024,esetausa@gmail.com,,,
Cundinamarca,TENJO,EMPRESA SOCIAL DEL ESTADO HOSPITAL SANTA ROSA DE TENJO,860037592,SANDRA JANNETHE RODRIGUEZ MARTINEZ,DEPARTAMENTAL,SI,1,calle 3 No. 6-03,8646000 - 646139,htenjo@cundinamarca.gov.co,,,
Cundinamarca,TOCAIMA,E.S.E. HOSPITAL MARCO FELIPE AFANADOR DE TOCAIMA,890680033,CARLOS ANDRES PRADA ALVAREZ,DEPARTAMENTAL,SI,1,KR 10 No. 5-64,3203334146,htocaima@cundinamarca.gov.co,,,
Cundinamarca,UNE,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD TIMOTEO RIVEROS CUBILLOS,900147959,SONIA MERCEDES DEL PILAR CRIOLLO ALEJO,MUNICIPAL,SI,1,KR 4 No. 1-39,0,ESE-UNE@yahoo.com,,,
Cundinamarca,VERGARA,E.S.E. HOSPITAL SANTA BARBARA DE VERGARA,899999150,MARIA DEL PILAR beltran PEÑUELA,DEPARTAMENTAL,SI,1,VEREDA EL PALMAR,0,hvergara@cundinamarca.gov,,,
Cundinamarca,VIANÍ,EMPRESA SOCIAL DEL ESTADO MERCEDES TELLEZ DE PRADILLA (E.S.E.) HOSPITAL VIANI PRIMER NIVEL DE ATENCION,900094475,LILIAN ROCIO CASTIBLANCO PAEZ,MUNICIPAL,SI,1,KR 7 No.2-52,3208031965,esehospitalviani@gmail.com,,,
Cundinamarca,VILLA DE SAN DIEGO DE UBATE,EMPRESA SOCIAL DEL ESTADO HOSPITAL EL SALVADOR DE UBATE,899999147,ISABEL ROCIO GARZON FORERO,DEPARTAMENTAL,SI,2,KR 4 No. 5-44,8552833 8553222 ext 137,"gerencia@hospitalubate.gov.co;
gestiondecalidad@hospitalubate.gov.co",,,
Cundinamarca,VILLETA,E.S.E. HOSPITAL SALAZAR VILLETA,860015929,AIXA JOVANA CIFUENTES BELTRAN,DEPARTAMENTAL,SI,1,CL 1 No. 7-56,3185743159,hvilleta@cundinamarca.gov.co,,,
Cundinamarca,VIOTÁ,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN FRANCISCO DE VIOTA,890680032,Jeniffer Tatiana Cardozo Gamboa,MUNICIPAL,SI,1,CALLE 17 No. 15-186/256,3165227043 - 3112332009,hviota@cundinamarca.gov.co,,,
Cundinamarca,ZIPAQUIRÁ,ESE HOSPITAL UNIVERSITARIO DE LA SAMARITANA,899999032,JAVIER FERNANDO MANCERA GARCIA,DEPARTAMENTAL,SI,2,Calle 10 N. 7-52,8522456/60,hospzipa@yahoo.es,,,
Guaviare,SAN JOSÉ DEL GUAVIARE,EMPRESA SOCIAL DEL ESTADO RED DE SERVICIOS DE SALUD DE PRIMER NIVEL,822006051,PASTORA CANCINO ZAPATA,DEPARTAMENTAL,SI,1,CRA 22 No. 19-20 - Barrio:BELLO HORIZONTE,3102815914 - 3167744014 - 3104979124,uensanjose@eseguaviare.gov.co,,,
Guaviare,SAN JOSÉ DEL GUAVIARE,ESE HOSPITAL SAN JOSE DEL GUAVIARE,832001966,YANIRA DEL PILAR SIERRA SALGADO,DEPARTAMENTAL,SI,2,CL 12 CON KR 20,098-5840045,planeacion@esehospitalguaviare.gov.co,,,
Huila,ACEVEDO,EMPRESA SOCIAL DEL ESTADO SAN FRANCISCO JAVIER,813002497,MARCO AURELIO PUENTES QUESADA,MUNICIPAL,SI,1,CARRERA 3 CALLE 9 ESQUINA,098 8317415,hsanfranciscoj@yahoo.com,,,
Huila,AGRADO,ESE HOSPITAL MUNICIPAL SAN ANTONIO DE EL AGRADO,891180147,LUZ ADRIANA LOSADA PEÑA,MUNICIPAL,SI,1,CALLE 5 No.1-31,8322225- 8322005,eseagrado@gmail.com,,,
Huila,AIPE,ESE HOSPITAL SAN CARLOS,891180238,JORGE ALONSO CHARRY COVALEDA,MUNICIPAL,SI,1,Avenida Nuevo Milenio No. 12A-13,098 8389027,esehospitalsancarlos@yahoo.es,,,
Huila,ALGECIRAS,EMPRESA SOCIAL DEL ESTADO HOSPITAL MUNICIPAL DE ALGECIRAS,813001653,Jose Alexander Moreno Cordoba,MUNICIPAL,SI,1,CALLE 4 No. 1-40 Ciudad de Barranquilla,8382895,hospalgeciras@yahoo.com.ar,,,
Huila,BARAYA,ESE HOSPITAL TULIA DURAN DE BORRERO,891180159,DIANA MARCELA OROZCO MEÑACA,MUNICIPAL,SI,1,Avenida 2 numero 8-10,098 8788649 098 8788940,esebaraya@yahoo.es,,,
Huila,CAMPOALEGRE,ESE HOSPITAL DEL ROSARIO,891180039,ANDERSSON ZABALA TOLEDO,MUNICIPAL,SI,1,CARRERA 9 No 32 50,8381481,administracion@hospitaldelrosario.gov.co,,,
Huila,COLOMBIA,EMPRESA SOCIAL DEL ESTADO ANA SILVIA MALDONADO JIMENEZ,813011706,DEYANIRA VARGAS HERRERA,MUNICIPAL,SI,1,CARRERA 3 No 7 - 12,098 8319547,gerencia@esecolombia.gov.co,,,
Huila,ELÍAS,HOSPITAL MUNICIPAL SAN FRANCISCO DE ASIS DE ELIAS EMPRESA SOCIAL DEL ESTADO E.S.E.,813011502,YULY PAOLA GONZALEZ DUQUE,MUNICIPAL,SI,1,CALLE 1a No.6-71,3183348513,esesanfranciscoelias@hotmail.com,,,
Huila,GARZÓN,E.S.E. HOSPITAL DEPARTAMENTAL SAN VICENTE DE PAUL DE GARZON,891180026,NESTOR JHALYL MONROY ATIA,DEPARTAMENTAL,SI,2,CALLE 7 # 14-25 y CALLE 7 # 14-69,8332570,calidad@hospitalsvpgarzon.gov.co,,,
Huila,GARZÓN,EMPRESA SOCIAL DEL ESTADO MARIA AUXILIADORA DE GARZON,813002940,KARINA DEL PILAR TOLOSA ESCOBAR,MUNICIPAL,SI,1,CARRERA 3 No. 3-39,988333599,ESEMAGHC@HOTMAIL.COM,,,
Huila,GIGANTE,ESE HOSPITAL SAN ANTONIO,891180065,JORGE HUMBERTO GONZALEZ BAHAMON,MUNICIPAL,SI,1,CALLE 5 No 1 - 40,8325120,esesanantonio@gmail.com,,,
Huila,GUADALUPE,E.S.E. HOSPITAL MUNICIPAL NUESTRA SEÑORA DE GUADALUPE,813007875,SAUL MONTERO GARCIA,MUNICIPAL,SI,1,CALLE 4 No. 9-61,0988 8321052,eseguadalupe@gmail.com,,,
Huila,HOBO,ESE HOSPITAL LOCAL MUNICIPAL,813011515,GINNA PAOLA FRANCO PARRA,MUNICIPAL,SI,1,calle 6 No. 9-47,838 4053,esehospitalhobo@yahoo.es,,,
Huila,IQUIRA,EMPRESA SOCIAL DEL ESTADO HOSPITAL MARIA AUXILIADORA,891103968,MAYRA ALEJANDRA DIAZ PERDOMO,MUNICIPAL,SI,1,CALLE 2 NUMERO 616,0988394547 8394548,hmaiquira@yahoo.es,,,
Huila,ISNOS,ESE HOSPITAL SAN JOSE DE ISNOS,813010996,RUTH MILDRED PUENTES MONTENEGRO,MUNICIPAL,SI,1,CALLE 3 No 4-28,3163116602 - 3152599961,"secretaria@eseisnos.gov.co;
gerencia@eseisnos.gov.co",,,
Huila,LA ARGENTINA,ESE JUAN RAMON NUÑEZ PALACIOS,813010966,LEIDY ANDREA ORTIGOZA JAVELA,MUNICIPAL,SI,1,Calle 7a No. 4-90,(8)8311863 - (8)8311607 - 3143316369,hospitalargentina@yahoo.es,,,
Huila,LA PLATA,ASOCIACION DE AUTORIDADES TRADICIONALES DEL CONSEJO REGIONAL INDIGENA DEL HUILA - CRIHU,813013679,MARIO MESA CHINDICUE,DEPARTAMENTAL,SI,1,CARRERA 6 NO. 7-46. LA PLATA- HUILA,8721269,crihu8@gmail.com,,,
Huila,LA PLATA,EMPRESA SOCIAL DEL ESTADO SAN SEBASTIAN DE LA PLATA HUILA,813002872,LUIS ALBERTO GRANADOS ARENAS,MUNICIPAL,SI,1,Carrera 4 No. 9-103,988470197,www.esesansebastian.com.co,,,
Huila,LA PLATA,ESE HOSPITAL DEPARTAMENTAL SAN ANTONIO DE PADUA,891180117,JAVIER MAURICIO BAHAMON SALAS,DEPARTAMENTAL,SI,2,Carrera 2E N. 11-17,0988370148-0988370163,gerencia@esesanantoniodepadua.gov.co,,,
Huila,NÁTAGA,ESE HOSPITAL LUIS ANTONIO MOJICA,813011465,AURA STELLA MEDINA TRUJILLO,MUNICIPAL,SI,1,CALLE 3 # 8 - 19,3204371842,ese_luis_antonio_mojica@yahoo.com.co,,,
Huila,NEIVA,DEFENSA CIVIL COLOMBIANA SECCIONAL HUILA,899999717,MIGUEL ERNESTO PEREZ GUARNIZO,DEPARTAMENTAL,SI,1,CALLE 13 No. 2-23,8714960/ 8711624/3118084436,sec.huila@defensacivil.gov.co,,,
Huila,NEIVA,E.S.E. HOSPITAL UNIVERSITARIO HERNANDO MONCALEANO PERDOMO DE NEIVA,891180268,JESUS ANTONIO CASTRO VARGAS,DEPARTAMENTAL,SI,3,Calle 9 No. 15 - 25,8715907 ext 1993,"garantia.calidad@huhmp.gov.co;
angela.salcedo@huhmp.gov.co;
leticia.rivera@huhmp.gov.co;
irma.bermudez@huhmp.gov.co;
gladys.duran@huhmp.gov.co",,,
Huila,NEIVA,ESE CARMEN EMILIA OSPINA,813005265,ERIKA PAOLA LOSADA CARDOZA,MUNICIPAL,SI,1,CALLE 34 8 30,988726363,info@esecarmenemiliaospina.gov.co,,,
Huila,NEIVA,UNIDAD ADMINISTRATIVA DE AERONAUTICA CIVIL,899999059,GUSTAVO ALBERTO LENIS STEFFENS,NACIONAL,SI,1,Carrera 6 # 32-45 Barrio Las Granjas,8758198,cesar.bahamon@aerocivil.gov.co,,,
Huila,OPORAPA,ESE MUNICIPAL DAVID MOLINA MUÑOZ,813012946,ORIANA SOFIA PEÑA MAZABEL,MUNICIPAL,SI,1,Calle 5 No. 7-88,3125237684,esedavidmolinaoporapa@hotmail.com,,,
Huila,PAICOL,ESE Santa Rosa de Lima de Paicol,813011027,YENID TRUJILLO TRUJILLO,MUNICIPAL,SI,1,CALLE 3 CARRERA 7 ESQUINA,8378037,uaespaicol@hotmail.com,,,
Huila,PALERMO,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN FRANCISCO DE ASIS,891180091,SARA ALEXANDRA YAGUAR JIMENEZ,MUNICIPAL,SI,1,CALLE 12 NUMERO 6-40,8783610-8784008,esesanfrancisco891@yahoo.es,,,
Huila,PALESTINA,EMPRESA SOCIAL DEL ESTADO CAMILO TRUJILLO SILVA,813011505,MARTHA ROCIO TORRES CUBILLOS,MUNICIPAL,SI,1,CRA 8 No. 3-13,8315621,uaspalestinahuila@yahoo.com,,,
Huila,PITAL,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SAN JUAN DE DIOS,813006877,ROLDAN MONTEALEGRE CARDENAS,MUNICIPAL,SI,1,CARRERA 10 CALLE 12 ESQUINA,8327480,esesjd@yahoo.com,,,
Huila,PITALITO,EMPRESA SOCIAL DEL ESTADO MUNICIPAL MANUEL CASTRO TOVAR E.S.E.,813005295,SERGIO MAURICIO ZUÑIGA RAMIREZ,MUNICIPAL,SI,1,CRA 14A No: 9A-65 B/ CALAMO,(098) 364285,esemunicipalmanuelcastrotovar@hotmail.com,,,
Huila,PITALITO,ESE HOSPITAL DEPARTAMENTAL SAN ANTONIO DE PITALITO,891180134,DIANA VICTORIA MUÑOZ MUÑOZ,DEPARTAMENTAL,SI,2,Calle 3 Sur No. 1B-45,988362711,auditcalidad@hospitalpitalito.gov.co,,,
Huila,RIVERA,ESE HOSPITAL DIVINO NIÑO,813002933,TANIA PATRICIA TRUJILLO MOSQUERA,MUNICIPAL,SI,1,Calle 5 No. 11-05,8387410,hospitaldivinoninorivera@hotmail.com,,,
Huila,SALADOBLANCO,EMPRESA SOCIAL DEL ESTADO HOSPITAL NUESTRA SEÑORA DE LAS MERCEDES DE SALADOBLANCO,813012833,MARTHA YINET VARGAS ROJAS,MUNICIPAL,SI,1,CALLE 2 No. 3-22,988323066,hospitalsaladoblanco@gmail.com,,,
Huila,SAN AGUSTÍN,ESE HOSPITAL ARSENIO REPIZO VANEGAS,891180113,INGRID JOHANNA ORTIZ LEDEZMA,MUNICIPAL,SI,1,CALLE 3 No. 2-51 esquina,098-8373314,eseharv@gmail.com,,,
Huila,SANTA MARÍA,ESE Nuestra Señora del Carmen,813010024,DIEGO FERNANDO ANDRADE SANTOFIMIO,MUNICIPAL,SI,1,CARRERA 8 No 15 - 16,8787186,ipssantamariahuila@gmail.com,,,
Huila,SUAZA,ESE HOSPITAL NUESTRA SEÑORA DE FATIMA DE SUAZA,891180190,ENEYDA ORTIZ RAMIREZ,MUNICIPAL,SI,1,CARRERA 5 N 7-25,8324032,hnsf@hotmail.com,,,
Huila,TARQUI,E.S.E HOSPITAL SAN ANTONIO DE TARQUI,891180232,MARIA NELFFY RINCON MENDEZ,MUNICIPAL,SI,1,CALLE 1 No.6-68,988329188,esesanantoniotarqui@yahoo.es,,,
Huila,TELLO,ESE CENTRO DE SALUD MIGUEL BARRETO LOPEZ DE TELLO,813004018,MONICA SANCHEZ FALLA,MUNICIPAL,SI,1,CARRERA 6 No. 4-56,8784008,hospital@tello-huila.gov.coesetellombl@yahoo.es,,,
Huila,TERUEL,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ROQUE,813010472,CHRISTIAN ALEXIS JIMENEZ RAMIREZ,MUNICIPAL,SI,1,Carrera 3 No. 3-38,8780303,esesanroqueteruel@gmail.com,,,
Huila,TESALIA,ESE HOSPITAL SANTA TERESA,891103889,VICENTE LÓPEZ PINZÓN,MUNICIPAL,SI,1,CALLE 4 N. 4-22,988377004,esehospitaltesalia@yahoo.es,,,
Huila,TIMANÁ,ESE HOSPITAL MUNICIPAL SAN ANTONIO,891180198,DUAYEN MARLEIVY CORTES CUELLAR,MUNICIPAL,SI,1,CARRERA 4 No. 12-06 TIMANA,988374121,ipstimana@yahoo.es,,,
Huila,VILLAVIEJA,EMPRESA SOCIAL DEL ESTADO HOSPITAL DEL PERPETUO SOCORRO,813011566,DIANA PATRICIA MORENO PRECIADO,MUNICIPAL,SI,1,CRA. 3 No.3-17,0988 797542,esevillavieja@yahoo.es,,,
Huila,YAGUARÁ,ESE CENTRO DE SALUD LAURA PERDOMO DE GARCIA,813003431,MARIA DE LOS ANGELES VILLEGAS MEJIA,MUNICIPAL,SI,1,CARRERA 8 No. 7 -29,098383567 - 3114746903,eselauraperdomo@hotmail.com,,,
La Guajira,ALBANIA,ESE HOSPITAL SAN RAFAEL DE ALBANIA,825002525,WILLIAM ENRIQUE URBINA BOLAÑOS,MUNICIPAL,SI,1,Calle 5 No. 3-05,777 45 96,ese.albania@hotmail.com,,,
La Guajira,BARRANCAS,ESE HOSPITAL NUESTRA SEÑORA DEL PILAR,800101022,CLAUDIA ESTELA BOLIVAR SOTO,MUNICIPAL,SI,1,CALLE 11 Nº 10-56,7748026,hospilarba@yahoo.es,,,
La Guajira,DIBULLA,ESE HOSPITAL SANTA TERESA DE JESUS DE AVILA,825001037,EDGAR RENETT MOSCOTE LEVETTE,MUNICIPAL,SI,1,CALLE 6 CARRERA 10 VIA A LA PUNTA,7200479,gerencia@esehospitalsantateresadibulla.gov.co,,,
La Guajira,DIBULLA,GONAWINDUA ETTE ENNAKA IPS INDIGENA,819003539,ALFONSO TORRES VILLAFAÑE,INDIGENA,SI,1,SIERRA NEVADA DE SANTA MARTA,4347316,leyuman@gmail.com,,,
La Guajira,DISTRACCIÓN,ESE HOSPITAL SANTA RITA DE CASSIA,825000834,NILZA ROSA CHINCHIA GONZALEZ,MUNICIPAL,SI,1,CARRERA 12 N° 10 66,317 6402994,esehospitalsantarita@hotmail.com,,,
La Guajira,EL MOLINO,ESE HOSPITAL SAN LUCAS,825000140,YURIZAN YOHANA BARLIZA GOMEZ,MUNICIPAL,SI,1,CALLE 9 N° 4A - 84,3126911816,hospitalsanluca@hotmail.com,,,
La Guajira,FONSECA,ESE HOSPITAL SAN AGUSTIN DE FONSECA,892170002,LIRIA ROCIO GARCIA PEÑARANDA,MUNICIPAL,SI,1,CALLE 15 No. 21 - 31,(095) 7756084 - 7756299 - 7756084,hospsana@hospitalsanagustin.org,,,
La Guajira,HATONUEVO,ESE HOSPITAL NUESTRA SEÑORA DEL CARMEN,825000620,LUIS ALFONSO RODRIGUEZ ANDRIOLY,MUNICIPAL,SI,1,CALLE 15 # 12 - 73,095-7759397,hospicarmen@hotmail.com,,,
La Guajira,LA JAGUA DEL PILAR,HOSPITAL DONALDO SAUL MORON MANJARREZ,825001119,AURORA FELICIA BRUZON DEL PRADO,MUNICIPAL,SI,1,CALLE 6 N0 2-24,3004599587,hospitaljagua@hotmail.com,,,
La Guajira,MAICAO,ASOCIACION DE CABILDOS Y/O AUTORIDADES TRADICIONALES DE LA GUAJIRA,839000145,ROSA LINDA AGUILAR ARAGON,INDIGENA,SI,1,CARRERA 15 N- 19-55 BARRIO SANMARTIN,7263939,,,,
La Guajira,MAICAO,E.S.E. HOSPITAL SAN JOSE DE MAICAO,892120115,ALEXANDRA MILDRET LOPEZ PEREZ,DEPARTAMENTAL,SI,2,Calle 16 N.°39A BIS-31,3016100548,gerenciahsjm@gmail.com,,,
La Guajira,MAICAO,ERREJERIA WAYUU I.PS.I.,839000936,ORANGEL RAMIREZ,INDIGENA,SI,1,CALLE 17 N0. 16 - 55,0947266503-7263836,,,,
La Guajira,MAICAO,IPS INDIGENA SUMUYWAJAT,839000794,EGAR PAZ OSPINO,INDIGENA,SI,1,CALLE 16 Nº 20-47,7250876,ipsindigenasumuywajat@hotmail.com,,,
La Guajira,MAICAO,IPSI AYUULEEPALA WAYUU,900210003,ORIANA TEOTISTE ZAMBRANO MONTOYA,INDIGENA,SI,1,CALLE 11 Nº 6-49,3013866923-3173704510,ipsi_ayuuleepala@hotmail.com,,,
La Guajira,MAICAO,IPSI CASA INDIGENA MARCELO RAMIREZ,839000214,RAFAEL AUGUSTO RAMIREZ RAMIREZ,INDIGENA,SI,1,CARRERA 36 # 39 26 VIA ANTIGUA A URIBIA,7250974,i.p.s.casaindigena@hotmail.com,,,
La Guajira,MAICAO,IPSI KARAQUITA,900141404,MARIA CONCEPCIÓN PANA ANDRIOLY,INDIGENA,SI,1,KRA 18 No 21-13,7261772,ipsikaraquita@hotmail.com,,,
La Guajira,MAICAO,IPSI SUPULA WAYUU,825003149,EDGAR JOSE MEZA BARLIZA,INDIGENA,SI,1,Kra. 12 No. 17-60,7265030,ipsisupulawayuu@hotmail.com,,,
La Guajira,MAICAO,IPSI WAYUU ANASHII,900144397,GERMAN SEGUNDO BARROS MARTINEZ,INDIGENA,SI,1,CALLE 15 N° 17-19 barrio el carmen,7250237,ipsiwayuuanashii_2015@hotmail.com,,,
La Guajira,MAICAO,ipsi wayuu talatshi,900486723,SORAIDA POLANCO,INDIGENA,SI,1,CARRERA 15 No. 5-41,7250252-7255976-7254236-3115011555,ipsi_wayuutalatshi@hotmail.com,,,
La Guajira,MANAURE,E.S.E. HOSPITAL ARMANDO PABON LOPEZ,825000147,Jeimmy Yamel Duran Mejia,MUNICIPAL,SI,1,CALLE 1 No 5-73,7178082,hapl_manaure@hotmail.com,,,
La Guajira,MANAURE,UNIDAD MEDICA WAYUU ANOUTA WAKUAIPA IPSI,900016853,Sixto Aguliar Meza,INDIGENA,SI,1,CALLE 2 # 5-31,7178331,anoutawakuaipaipsi@gmail.com,,,
La Guajira,RIOHACHA,ANASHIWAYA IPSI,900177624,YAMILITZA REMEDIOS MENDOZA BRITO,INDIGENA,SI,1,CALLE 15 N° 8-86,7282996,ipsi_anashiwaya@hotmail.com,,,
La Guajira,RIOHACHA,ANASU AINWA IPS-I,900203322,ONORIS JOSEFINA QUINTERO BRITO,INDIGENA,SI,1,CALLE 11 N° 8-31,7275736/3002075205,anasuainwaipsi@hotmail.com,,,
La Guajira,RIOHACHA,ASUKULAA ANAA IPSI,900600466,Aiskel Adalinda Escudero Gonzalez,INDIGENA,SI,1,Calle 15 N° 7-93,7285432,asukulaaipsi@hotmail.com,,,
La Guajira,RIOHACHA,CIDSALUD IPSI,900170300,CARLOS ANDRES OROZCO CUELLO,INDIGENA,SI,1,CALLE 12 Nº 16-16,7288775,cidsalud@hotmail.com,,,
La Guajira,RIOHACHA,Defensa Civil Colombiana,899999717,MIGUEL ERNESTO PEREZ GUARNIZO,NACIONAL,SI,1,CALLE 13 No. 11 - 04,7273353,sec.guajira@defensacivil.gov.co,,,
La Guajira,RIOHACHA,Empresa social del estado hospital nuestra señora de los remedios,892115009,FLOR ELVIRA GARCIA PEÑARANDA,DEPARTAMENTAL,SI,2,CALLE 12 CARRERA 15 ESQUINA,7273312,hospitalnsrrg@hotmail.com,,,
La Guajira,RIOHACHA,EZEQ - SALUD IPSI,900144134,BETTY GELTRUDIS MEJIA GUERRA,INDIGENA,SI,1,CRA 15 N° 11B-08,7275077,ezeq-saludipsi@hotmail.com,,,
La Guajira,RIOHACHA,I.P.S.I. A>INMAJAA WAYUU,900690590,JUANA LUCILA CORDERO MOSCOTE,INDIGENA,SI,1,CALLE 16 No.7-61,7292487 - 7292917 - 3182256240 - 3045388911,juanitacordero@hotmail.com,,,
La Guajira,RIOHACHA,I.P.S.I. ANENU-JIA,900592962,ROSA REMEDIOS VALDEBLANQUEZ CORDERO,INDIGENA,SI,1,CARRERA 15 N° 9-51,7276354,ipsianenu-jia@hotmail.com,,,
La Guajira,RIOHACHA,I.P.S.I. WALE KERU,900589110,JUDITH DEL CARMEN ROJAS IPUANA,INDIGENA,SI,1,CALLE 15 N° 12B-39 PISO 1,3003944147-3012419988,walekeruipsi@hotmail.com,,,
La Guajira,RIOHACHA,IPS INDIGENA COTTUSHI SUSHI ANAIN WAKUA IPA IPS-I,900679383,INGRID AMAYA URIANA,INDIGENA,SI,1,CALLE 14C Nº 17-4,7275392,wakua-ipaipsi@hotmail.com,,,
La Guajira,RIOHACHA,IPS INDIGENA KOTTUSHI SAO ANA>A,900794134,JUAN BAUTISTA PALMEZANO GOMEZ,INDIGENA,SI,1,CALLE 6 N 4-42,3017512002,ipsikottushi@hotmail.com,,,
La Guajira,RIOHACHA,IPSI CENTRO EPIDEMIOLOGICO Y DE SALUD INTEGRAL JEKEET AKUAITA,900517548,GRELYS LILIAN SALTAREN GONZALEZ,INDIGENA,SI,1,CALLE 13 N° 11-50 Barrio Libertador,7291135 /3128288304,jekeetakuaita@hotmail.com,,,
La Guajira,RIOHACHA,IPSI EITERRA JAWAPIA,900795851,DAYHANA PATRICIA ROSAS MOSCOTE,INDIGENA,SI,1,CALLE 17 No. 7-89,3012417521,ipsieiteraajawapia@gmail.com,,,
La Guajira,RIOHACHA,IPSI EIYAJAA WANULU,900271091,JUAN CARLOS IBARRA SOLANO,INDIGENA,SI,1,calle 12 No 11-122,3014239123,eiyajawanulu@hotmail.com,,,
La Guajira,RIOHACHA,IPSI OUTAJIAPALA,900047571,MANUEL ANTONIO PULIDO REDONDO,INDIGENA,SI,1,kra 15 Nº 11a 54,3173781681,ipsi_outajiapala@hotmail.com,,,
