Departamento;Municipio;Código habilitacion;Nombre prestador;tido codigo;NIT;Razón social;clpr codigo;clpr nombre;ese;Direccion;telefono;fax;email;gerente;nivel;caracter;habilitado;fecha radicacion;fecha vencimiento;fecha cierre;dv;clase persona;naju codigo;naju nombre;numero sede principal;fecha corte REPS
Cundinamarca;SILVANIA;2574300381;HOSPITAL ISMAEL SILVA E.S.E.;;808003500;HOSPITAL ISMAEL SILVA E.S.E.;1;Instituciones - IPS;SI;CL 9 No. 9-25 BARRIO KENNEDY;0;8684888;hospitalismaelsilva@yahoo.com;JUAN MANUEL TOVAR BRAVO;1;MUNICIPAL;SI;20061201;20180130;;6;JURIDICO;4;Pública;1;Fecha corte REPS: Nov 20 2017 2:50PM
Cundinamarca;SOACHA;2575400380;E.S.E. HOSPITAL MARIO GAITAN YANGUAS DE SOACHA;;800006850;E.S.E. HOSPITAL MARIO GAITAN YANGUAS DE SOACHA;1;Instituciones - IPS;SI;CL 13 No. 10-48;7309230 ext. 2001;7309230 ext. 4002;hsoacha@cundinamarca.gov.co;LUIS EFRAÌN FERNÀNDEZ OTÀLORA;1;DEPARTAMENTAL;SI;20061129;20190130;;3;JURIDICO;4;Pública;1;Fecha corte REPS: Nov 20 2017 2:50PM
Cundinamarca;SOACHA;2575400075;EMPRESA DE SALUD - EMPRESA SOCIAL DEL ESTADO DEL MUNICIPIO DE SOACHA;;832001794;EMPRESA DE SALUD - EMPRESA SOCIAL DEL ESTADO DEL MUNICIPIO DE SOACHA;1;Instituciones - IPS;SI;KR 2 No. 12-38;0;7293922;empresadesalud@esesoacha.gov.co;JOSE RICARDO SALINAS TORRES;1;MUNICIPAL;SI;20061117;20180130;;2;JURIDICO;4;Pública;1;Fecha corte REPS: Nov 20 2017 2:50PM
Cundinamarca;SOPÓ;2575800051;EMPRESA SOCIAL DEL ESTADO HOSPITAL DIVINO SALVADOR DE SOPO;;860023878;EMPRESA SOCIAL DEL ESTADO HOSPITAL DIVINO SALVADOR DE SOPO;1;Instituciones - IPS;SI;KR 4 No. 5-89;8571313/3115914270;8572697;hospitalsopo@yahoo.com;ANTONIO VICTORINO CRUZ ARAGUNDI;1;DEPARTAMENTAL;SI;20030411;20180130;;9;JURIDICO;4;Pública;1;Fecha corte REPS: Nov 20 2017 2:50PM
Cundinamarca;SUESCA;2577200378;E.S.E. HOSPITAL NUESTRA SEÑORA DEL ROSARIO SUESCA;;832011441;E.S.E. HOSPITAL NUESTRA SEÑORA DEL ROSARIO SUESCA;1;Instituciones - IPS;SI;CL 9A No. 3-80;0;8323147;hnsrsuesca@yahoo.es;LUZ MARINA MANRIQUE DIAZ;1;MUNICIPAL;SI;20061117;20190130;;0;JURIDICO;4;Pública;1;Fecha corte REPS: Nov 20 2017 2:50PM
Cundinamarca;TABIO;2578500060;ESE HOSPITAL NUESTRA SEÑORA DEL CARMEN DE TABIO;;899999164;ESE HOSPITAL NUESTRA SEÑORA DEL CARMEN DE TABIO;1;Instituciones - IPS;SI;CL 3 No. 4-00;0;8647399;htabio@cundinamarca.gov.co;GUILLERMO ALBERTO LEON GARCIA;1;DEPARTAMENTAL;SI;20030414;20180130;;9;JURIDICO;4;Pública;1;Fecha corte REPS: Nov 20 2017 2:50PM
Cundinamarca;TAUSA;2579300131;E.S.E. CENTRO DE SALUD DE TAUSA;;832008321;E.S.E. CENTRO DE SALUD DE TAUSA;1;Instituciones - IPS;SI;KR 4 No. 4 - 12;8583024;8583024;esetausa@gmail.com;DIANA LYDA PEÑALOSA BONILLA;1;MUNICIPAL;SI;20061124;20180130;;4;JURIDICO;4;Pública;1;Fecha corte REPS: Nov 20 2017 2:50PM
Cundinamarca;TENJO;2579900056;EMPRESA SOCIAL DEL ESTADO HOSPITAL SANTA ROSA DE TENJO;;860037592;EMPRESA SOCIAL DEL ESTADO HOSPITAL SANTA ROSA DE TENJO;1;Instituciones - IPS;SI;calle 3 No. 6-03;8646000 - 646139;8646104;htenjo@cundinamarca.gov.co;SANDRA JANNETHE RODRIGUEZ MARTINEZ;1;DEPARTAMENTAL;SI;20030411;20190129;;9;JURIDICO;4;Pública;1;Fecha corte REPS: Nov 20 2017 2:50PM
Cundinamarca;TOCAIMA;2581500027;E.S.E. HOSPITAL MARCO FELIPE AFANADOR DE TOCAIMA;;890680033;E.S.E. HOSPITAL MARCO FELIPE AFANADOR DE TOCAIMA;1;Instituciones - IPS;SI;KR 10 No. 5-64;3203334146;;htocaima@cundinamarca.gov.co;CARLOS ANDRES PRADA ALVAREZ;1;DEPARTAMENTAL;SI;20061201;20180130;;9;JURIDICO;4;Pública;1;Fecha corte REPS: Nov 20 2017 2:50PM
Cundinamarca;UNE;2584501896;EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD TIMOTEO RIVEROS CUBILLOS;;900147959;EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD TIMOTEO RIVEROS CUBILLOS;1;Instituciones - IPS;SI;KR 4 No. 1-39;0;;ESE-UNE@yahoo.com;SONIA MERCEDES DEL PILAR CRIOLLO ALEJO;1;MUNICIPAL;SI;20070608;20190130;;4;JURIDICO;4;Pública;1;Fecha corte REPS: Nov 20 2017 2:50PM
Cundinamarca;VERGARA;2586200054;E.S.E. HOSPITAL SANTA BARBARA DE VERGARA;;899999150;E.S.E. HOSPITAL SANTA BARBARA DE VERGARA;1;Instituciones - IPS;SI;VEREDA EL PALMAR;0;8459052;hvergara@cundinamarca.gov;MARIA DEL PILAR beltran PEÑUELA;1;DEPARTAMENTAL;SI;20061117;20180130;;6;JURIDICO;4;Pública;1;Fecha corte REPS: Nov 20 2017 2:50PM
Cundinamarca;VIANÍ;2586701909;EMPRESA SOCIAL DEL ESTADO MERCEDES TELLEZ DE PRADILLA (E.S.E.) HOSPITAL VIANI PRIMER NIVEL DE ATENCION;;900094475;EMPRESA SOCIAL DEL ESTADO MERCEDES TELLEZ DE PRADILLA (E.S.E.) HOSPITAL VIANI PRIMER NIVEL DE ATENCION;1;Instituciones - IPS;SI;KR 7 No.2-52;3208031965;8441267;esehospitalviani@gmail.com;LILIAN ROCIO CASTIBLANCO PAEZ;1;MUNICIPAL;SI;20070604;20180130;;2;JURIDICO;4;Pública;1;Fecha corte REPS: Nov 20 2017 2:50PM
Cundinamarca;VILLA DE SAN DIEGO DE UBATE;2584300026;EMPRESA SOCIAL DEL ESTADO HOSPITAL EL SALVADOR DE UBATE;;899999147;EMPRESA SOCIAL DEL ESTADO HOSPITAL EL SALVADOR DE UBATE;1;Instituciones - IPS;SI;KR 4 No. 5-44;8552833 8553222 ext 137;0;"gerencia@hospitalubate.gov.co;
gestiondecalidad@hospitalubate.gov.co";ISABEL ROCIO GARZON FORERO;2;DEPARTAMENTAL;SI;20030411;20190130;;3;JURIDICO;4;Pública;1;Fecha corte REPS: Nov 20 2017 2:50PM
Cundinamarca;VILLETA;2587500032;E.S.E. HOSPITAL SALAZAR VILLETA;;860015929;E.S.E. HOSPITAL SALAZAR VILLETA;1;Instituciones - IPS;SI;CL 1 No. 7-56;3185743159;8444118;hvilleta@cundinamarca.gov.co;AIXA JOVANA CIFUENTES BELTRAN;1;DEPARTAMENTAL;SI;20030411;20180130;;2;JURIDICO;4;Pública;1;Fecha corte REPS: Nov 20 2017 2:50PM
Cundinamarca;VIOTÁ;2587800041;EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN FRANCISCO DE VIOTA;;890680032;EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN FRANCISCO DE VIOTA;1;Instituciones - IPS;SI;CALLE 17 No. 15-186/256;3165227043 - 3112332009;8349413;hviota@cundinamarca.gov.co;Jeniffer Tatiana Cardozo Gamboa;1;MUNICIPAL;SI;20030411;20190130;;1;JURIDICO;4;Pública;1;Fecha corte REPS: Nov 20 2017 2:50PM
Cundinamarca;ZIPAQUIRÁ;2589902990;ESE HOSPITAL UNIVERSITARIO DE LA SAMARITANA;;899999032;EMPRESA SOCIAL DEL ESTADO HOSPITAL UNIVERSITARIO DE LA SAMARITANA;1;Instituciones - IPS;SI;Calle 10 N. 7-52;8522456/60;;hospzipa@yahoo.es;JAVIER FERNANDO MANCERA GARCIA;2;DEPARTAMENTAL;SI;20091113;20180130;;5;JURIDICO;4;Pública;1;Fecha corte REPS: Nov 20 2017 2:50PM
Guaviare;SAN JOSÉ DEL GUAVIARE;9500100003;EMPRESA SOCIAL DEL ESTADO RED DE SERVICIOS DE SALUD DE PRIMER NIVEL;;822006051;EMPRESA SOCIAL DEL ESTADO RED DE SERVICIOS DE SALUD DE PRIMER NIVEL;1;Instituciones - IPS;SI;CRA 22 No. 19-20 - Barrio:BELLO HORIZONTE;3102815914 - 3167744014 - 3104979124;;uensanjose@eseguaviare.gov.co;PASTORA CANCINO ZAPATA;1;DEPARTAMENTAL;SI;20061116;20180130;;5;JURIDICO;4;Pública;29;Fecha corte REPS: Nov 20 2017 2:50PM
Guaviare;SAN JOSÉ DEL GUAVIARE;9500100001;ESE HOSPITAL SAN JOSE DEL GUAVIARE;;832001966;ESE HOSPITAL SAN JOSE DEL GUAVIARE;1;Instituciones - IPS;SI;CL 12 CON KR 20;098-5840045;098-5841243;planeacion@esehospitalguaviare.gov.co;YANIRA DEL PILAR SIERRA SALGADO;2;DEPARTAMENTAL;SI;20061117;20180130;;2;JURIDICO;4;Pública;1;Fecha corte REPS: Nov 20 2017 2:50PM
Huila;ACEVEDO;4100600410;EMPRESA SOCIAL DEL ESTADO SAN FRANCISCO JAVIER;;813002497;E.S.E. HOSPITAL SAN FRANCISCO JAVIER DE ACEVEDO;1;Instituciones - IPS;SI;CARRERA 3 CALLE 9 ESQUINA;098 8317415;8317001;hsanfranciscoj@yahoo.com;MARCO AURELIO PUENTES QUESADA;1;MUNICIPAL;SI;20030412;20180130;;5;JURIDICO;4;Pública;1;Fecha corte REPS: Nov 20 2017 2:50PM
Huila;AGRADO;4101300301;ESE HOSPITAL MUNICIPAL SAN ANTONIO DE EL AGRADO;;891180147;ESE HOSPITAL MUNICIPAL SAN ANTONIO DE EL AGRADO;1;Instituciones - IPS;SI;CALLE 5 No.1-31;8322225- 8322005;8322225;eseagrado@gmail.com;LUZ ADRIANA LOSADA PEÑA;1;MUNICIPAL;SI;20110302;20180302;;8;JURIDICO;4;Pública;1;Fecha corte REPS: Nov 20 2017 2:50PM
Huila;AIPE;4101600376;ESE HOSPITAL SAN CARLOS;;891180238;E.S.E. HOSPITAL SAN CARLOS DE AIPE;1;Instituciones - IPS;SI;Avenida Nuevo Milenio No. 12A-13;098 8389027;8389162;esehospitalsancarlos@yahoo.es;JORGE ALONSO CHARRY COVALEDA;1;MUNICIPAL;SI;20030411;20180130;;1;JURIDICO;4;Pública;1;Fecha corte REPS: Nov 20 2017 2:50PM
Huila;ALGECIRAS;4102000194;EMPRESA SOCIAL DEL ESTADO HOSPITAL MUNICIPAL DE ALGECIRAS;;813001653;EMPRESA SOCIAL DEL ESTADO HOSPITAL MUNICIPAL DE ALGECIRAS;1;Instituciones - IPS;SI;CALLE 4 No. 1-40 Ciudad de Barranquilla;8382895;8382895;hospalgeciras@yahoo.com.ar;Jose Alexander Moreno Cordoba;1;MUNICIPAL;SI;20110509;20180509;;3;JURIDICO;4;Pública;1;Fecha corte REPS: Nov 20 2017 2:50PM
Huila;BARAYA;4107800352;ESE HOSPITAL TULIA DURAN DE BORRERO;;891180159;E.S.E. HOSPITAL TULIA DURAN DE BORRERO DE BARAYA;1;Instituciones - IPS;SI;Avenida 2 numero 8-10;098 8788649 098 8788940;8788940;esebaraya@yahoo.es;DIANA MARCELA OROZCO MEÑACA;1;MUNICIPAL;SI;20030410;20180130;;6;JURIDICO;4;Pública;1;Fecha corte REPS: Nov 20 2017 2:50PM
Huila;CAMPOALEGRE;4113200477;ESE HOSPITAL DEL ROSARIO;;891180039;E.S.E. HOSPITAL DEL ROSARIO DE CAMPOALEGRE;1;Instituciones - IPS;SI;CARRERA 9 No 32 50;8381481;8380030;administracion@hospitaldelrosario.gov.co;ANDERSSON ZABALA TOLEDO;1;MUNICIPAL;SI;20030415;20190130;;0;JURIDICO;4;Pública;1;Fecha corte REPS: Nov 20 2017 2:50PM
Huila;COLOMBIA;4120600433;EMPRESA SOCIAL DEL ESTADO ANA SILVIA MALDONADO JIMENEZ;;813011706;EMPRESA SOCIAL DEL ESTADO ANA SILVIA MALDONADO JIMENEZ;1;Instituciones - IPS;SI;CARRERA 3 No 7 - 12;098 8319547;8319547;gerencia@esecolombia.gov.co;DEYANIRA VARGAS HERRERA;1;MUNICIPAL;SI;20030711;20180130;;8;JURIDICO;4;Pública;1;Fecha corte REPS: Nov 20 2017 2:50PM
Huila;ELÍAS;4124400452;HOSPITAL MUNICIPAL SAN FRANCISCO DE ASIS DE ELIAS EMPRESA SOCIAL DEL ESTADO E.S.E.;;813011502;HOSPITAL MUNICIPAL SAN FRANCISCO DE ASIS DE ELIAS EMPRESA SOCIAL DEL ESTADO E.S.E.;1;Instituciones - IPS;SI;CALLE 1a No.6-71;3183348513;SIN FAX;esesanfranciscoelias@hotmail.com;YULY PAOLA GONZALEZ DUQUE;1;MUNICIPAL;SI;20030414;20180130;;2;JURIDICO;4;Pública;1;Fecha corte REPS: Nov 20 2017 2:50PM
Huila;GARZÓN;4129800419;E.S.E. HOSPITAL DEPARTAMENTAL SAN VICENTE DE PAUL DE GARZON;;891180026;E.S.E. HOSPITAL DEPARTAMENTAL SAN VICENTE DE PAUL DE GARZON;1;Instituciones - IPS;SI;CALLE 7 # 14-25 y CALLE 7 # 14-69;8332570;8333225;calidad@hospitalsvpgarzon.gov.co;NESTOR JHALYL MONROY ATIA;2;DEPARTAMENTAL;SI;20060517;20180130;;5;JURIDICO;4;Pública;1;Fecha corte REPS: Nov 20 2017 2:50PM
Huila;GARZÓN;4129800357;EMPRESA SOCIAL DEL ESTADO MARIA AUXILIADORA DE GARZON;;813002940;EMPRESA SOCIAL DEL ESTADO MARIA AUXILIADORA DE GARZON;1;Instituciones - IPS;SI;CARRERA 3 No. 3-39;988333599;8334982;ESEMAGHC@HOTMAIL.COM;KARINA DEL PILAR TOLOSA ESCOBAR;1;MUNICIPAL;SI;20030411;20180130;;7;JURIDICO;4;Pública;1;Fecha corte REPS: Nov 20 2017 2:50PM
Huila;GIGANTE;4130600423;ESE HOSPITAL SAN ANTONIO;;891180065;ESE HOSPITAL SAN ANTONIO;1;Instituciones - IPS;SI;CALLE 5 No 1 - 40;8325120;8325120 EXT 201;esesanantonio@gmail.com;JORGE HUMBERTO GONZALEZ BAHAMON;1;MUNICIPAL;SI;20110221;20180221;;2;JURIDICO;4;Pública;1;Fecha corte REPS: Nov 20 2017 2:50PM
Huila;GUADALUPE;4131900362;E.S.E. HOSPITAL MUNICIPAL NUESTRA SEÑORA DE GUADALUPE;;813007875;E.S.E. HOSPITAL MUNICIPAL NUESTRA SEÑORA DE GUADALUPE;1;Instituciones - IPS;SI;CALLE 4 No. 9-61;0988 8321052;8321052;eseguadalupe@gmail.com;SAUL MONTERO GARCIA;1;MUNICIPAL;SI;20030411;20180130;;9;JURIDICO;4;Pública;1;Fecha corte REPS: Nov 20 2017 2:50PM
Huila;HOBO;4134900484;ESE HOSPITAL LOCAL MUNICIPAL;;813011515;ESE HOSPITAL LOCAL MUNICIPAL;1;Instituciones - IPS;SI;calle 6 No. 9-47;838 4053;8384053;esehospitalhobo@yahoo.es;GINNA PAOLA FRANCO PARRA;1;MUNICIPAL;SI;20110412;20180412;;8;JURIDICO;4;Pública;1;Fecha corte REPS: Nov 20 2017 2:50PM
Huila;IQUIRA;4135700474;EMPRESA SOCIAL DEL ESTADO HOSPITAL MARIA AUXILIADORA;;891103968;E.S.E. HOSPITAL MARIA AUXILIADORA DE IQUIRA;1;Instituciones - IPS;SI;CALLE 2 NUMERO 616;0988394547 8394548;8394547;hmaiquira@yahoo.es;MAYRA ALEJANDRA DIAZ PERDOMO;1;MUNICIPAL;SI;20030415;20180130;;1;JURIDICO;4;Pública;1;Fecha corte REPS: Nov 20 2017 2:50PM
Huila;ISNOS;4135900424;ESE HOSPITAL SAN JOSE DE ISNOS;;813010996;ESE HOSPITAL SAN JOSE DE ISNOS;1;Instituciones - IPS;SI;CALLE 3 No 4-28;3163116602 - 3152599961;8328012;"secretaria@eseisnos.gov.co;
gerencia@eseisnos.gov.co";RUTH MILDRED PUENTES MONTENEGRO;1;MUNICIPAL;SI;20110315;20180315;;2;JURIDICO;4;Pública;1;Fecha corte REPS: Nov 20 2017 2:50PM
Huila;LA ARGENTINA;4137800382;ESE JUAN RAMON NUÑEZ PALACIOS;;813010966;ESE JUAN RAMON NUÑEZ PALACIOS;1;Instituciones - IPS;SI;Calle 7a No. 4-90;(8)8311863 - (8)8311607 - 3143316369;8311607;hospitalargentina@yahoo.es;LEIDY ANDREA ORTIGOZA JAVELA;1;MUNICIPAL;SI;20030411;20180130;;1;JURIDICO;4;Pública;1;Fecha corte REPS: Nov 20 2017 2:50PM
Huila;LA PLATA;4139601227;ASOCIACION DE AUTORIDADES TRADICIONALES DEL CONSEJO REGIONAL INDIGENA DEL HUILA - CRIHU;;813013679;ASOCIACION DE AUTORIDADES TRADICIONALES DEL CONSEJO REGIONAL INDIGENA DEL HUILA - CRIHU;1;Instituciones - IPS;NO;CARRERA 6 NO. 7-46. LA PLATA- HUILA;8721269;;crihu8@gmail.com;MARIO MESA CHINDICUE;1;DEPARTAMENTAL;SI;20100331;20180130;;6;JURIDICO;4;Pública;2;Fecha corte REPS: Nov 20 2017 2:50PM
Huila;LA PLATA;4139600432;EMPRESA SOCIAL DEL ESTADO SAN SEBASTIAN DE LA PLATA HUILA;;813002872;EMPRESA SOCIAL DEL ESTADO SAN SEBASTIAN DE LA PLATA HUILA;1;Instituciones - IPS;SI;Carrera 4 No. 9-103;988470197;8470198;www.esesansebastian.com.co;LUIS ALBERTO GRANADOS ARENAS;1;MUNICIPAL;SI;20110213;20190213;;4;JURIDICO;4;Pública;1;Fecha corte REPS: Nov 20 2017 2:50PM
Huila;LA PLATA;4139600407;ESE HOSPITAL DEPARTAMENTAL SAN ANTONIO DE PADUA;;891180117;E.S.E. HOSPITAL DEPARTAMENTAL SAN ANTONIO DE PADUA DE LA PLATA;1;Instituciones - IPS;SI;Carrera 2E N. 11-17;0988370148-0988370163;8370122;gerencia@esesanantoniodepadua.gov.co;JAVIER MAURICIO BAHAMON SALAS;2;DEPARTAMENTAL;SI;20030412;20190130;;7;JURIDICO;4;Pública;2;Fecha corte REPS: Nov 20 2017 2:50PM
Huila;NÁTAGA;4148300388;ESE HOSPITAL LUIS ANTONIO MOJICA;;813011465;ESE HOSPITAL LUIS ANTONIO MOJICA;1;Instituciones - IPS;SI;CALLE 3 # 8 - 19;3204371842;Sin fax;ese_luis_antonio_mojica@yahoo.com.co;AURA STELLA MEDINA TRUJILLO;1;MUNICIPAL;SI;20030411;20180130;;8;JURIDICO;4;Pública;1;Fecha corte REPS: Nov 20 2017 2:50PM
Huila;NEIVA;4100101398;DEFENSA CIVIL COLOMBIANA SECCIONAL HUILA;;899999717;Defensa Civil Colombiana;3;Transporte Especial de Pacientes;NO;CALLE 13 No. 2-23;8714960/ 8711624/3118084436;8714960;sec.huila@defensacivil.gov.co;MIGUEL ERNESTO PEREZ GUARNIZO;1;DEPARTAMENTAL;SI;20120424;20180424;;1;JURIDICO;4;Pública;1;Fecha corte REPS: Nov 20 2017 2:50PM
Huila;NEIVA;4100100562;E.S.E. HOSPITAL UNIVERSITARIO HERNANDO MONCALEANO PERDOMO DE NEIVA;;891180268;E.S.E. HOSPITAL UNIVERSITARIO HERNANDO MONCALEANO PERDOMO DE NEIVA;1;Instituciones - IPS;SI;Calle 9 No. 15 - 25;8715907 ext 1993;8715907 ext 1990;"garantia.calidad@huhmp.gov.co;
angela.salcedo@huhmp.gov.co;
leticia.rivera@huhmp.gov.co;
irma.bermudez@huhmp.gov.co;
gladys.duran@huhmp.gov.co";JESUS ANTONIO CASTRO VARGAS;3;DEPARTAMENTAL;SI;20030421;20180130;;0;JURIDICO;4;Pública;1;Fecha corte REPS: Nov 20 2017 2:50PM
Huila;NEIVA;4100100451;ESE CARMEN EMILIA OSPINA;;813005265;E.S.E. CARMEN EMILIA OSPINA DE NEIVA;1;Instituciones - IPS;SI;CALLE 34 8 30;988726363;988672734;info@esecarmenemiliaospina.gov.co;ERIKA PAOLA LOSADA CARDOZA;1;MUNICIPAL;SI;20030415;20180130;;7;JURIDICO;4;Pública;33;Fecha corte REPS: Nov 20 2017 2:50PM
Huila;NEIVA;4100100580;UNIDAD ADMINISTRATIVA DE AERONAUTICA CIVIL;;899999059;AEROPUERTO GUSTAVO ARTUNDUAGA PAREDES;4;Objeto Social Diferente a la Prestación de Servicios de Salud;NO;Carrera 6 # 32-45 Barrio Las Granjas;8758198;NO TIENE;cesar.bahamon@aerocivil.gov.co;GUSTAVO ALBERTO LENIS STEFFENS;1;NACIONAL;SI;20161201;20171201;;3;JURIDICO;4;Pública;1;Fecha corte REPS: Nov 20 2017 2:50PM
Huila;OPORAPA;4150300480;ESE MUNICIPAL DAVID MOLINA MUÑOZ;;813012946;ESE MUNICIPAL DAVID MOLINA MUÑOZ;1;Instituciones - IPS;SI;Calle 5 No. 7-88;3125237684;3208858690;esedavidmolinaoporapa@hotmail.com;ORIANA SOFIA PEÑA MAZABEL;1;MUNICIPAL;SI;20040224;20180130;;3;JURIDICO;4;Pública;1;Fecha corte REPS: Nov 20 2017 2:50PM
Huila;PAICOL;4151800475;ESE Santa Rosa de Lima de Paicol;;813011027;ESE Santa Rosa de Lima de Paicol;1;Instituciones - IPS;SI;CALLE 3 CARRERA 7 ESQUINA;8378037;8378037;uaespaicol@hotmail.com;YENID TRUJILLO TRUJILLO;1;MUNICIPAL;SI;20030415;20180130;;5;JURIDICO;4;Pública;1;Fecha corte REPS: Nov 20 2017 2:50PM
Huila;PALERMO;4152400139;EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN FRANCISCO DE ASIS;;891180091;EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN FRANCISCO DE ASIS;1;Instituciones - IPS;SI;CALLE 12 NUMERO 6-40;8783610-8784008;8783610;esesanfrancisco891@yahoo.es;SARA ALEXANDRA YAGUAR JIMENEZ;1;MUNICIPAL;SI;20110315;20180315;;4;JURIDICO;4;Pública;1;Fecha corte REPS: Nov 20 2017 2:50PM
Huila;PALESTINA;4153000481;EMPRESA SOCIAL DEL ESTADO CAMILO TRUJILLO SILVA;;813011505;EMPRESA SOCIAL DEL ESTADO CAMILO TRUJILLO SILVA;1;Instituciones - IPS;SI;CRA 8 No. 3-13;8315621;8315622;uaspalestinahuila@yahoo.com;MARTHA ROCIO TORRES CUBILLOS;1;MUNICIPAL;SI;20060517;20180130;;4;JURIDICO;4;Pública;1;Fecha corte REPS: Nov 20 2017 2:50PM
Huila;PITAL;4154800517;EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SAN JUAN DE DIOS;;813006877;EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SAN JUAN DE DIOS;1;Instituciones - IPS;SI;CARRERA 10 CALLE 12 ESQUINA;8327480;8327480;esesjd@yahoo.com;ROLDAN MONTEALEGRE CARDENAS;1;MUNICIPAL;SI;20110322;20180322;;9;JURIDICO;4;Pública;1;Fecha corte REPS: Nov 20 2017 2:50PM
Huila;PITALITO;4155100485;EMPRESA SOCIAL DEL ESTADO MUNICIPAL MANUEL CASTRO TOVAR E.S.E.;;813005295;E.S.E. MUNICIPAL MANUEL CASTRO TOVAR DE PITALITO;1;Instituciones - IPS;SI;CRA 14A No: 9A-65 B/ CALAMO;(098) 364285;8364285;esemunicipalmanuelcastrotovar@hotmail.com;SERGIO MAURICIO ZUÑIGA RAMIREZ;1;MUNICIPAL;SI;20030415;20180130;;8;JURIDICO;4;Pública;1;Fecha corte REPS: Nov 20 2017 2:50PM
Huila;PITALITO;4155100479;ESE HOSPITAL DEPARTAMENTAL SAN ANTONIO DE PITALITO;;891180134;E.S.E. HOSPITAL DEPARTAMENTAL SAN ANTONIO DE PITALITO;1;Instituciones - IPS;SI;Calle 3 Sur No. 1B-45;988362711;8362711;auditcalidad@hospitalpitalito.gov.co;DIANA VICTORIA MUÑOZ MUÑOZ;2;DEPARTAMENTAL;SI;20030415;20180130;;2;JURIDICO;4;Pública;1;Fecha corte REPS: Nov 20 2017 2:50PM
Huila;RIVERA;4161500518;ESE HOSPITAL DIVINO NIÑO;;813002933;E.S.E. HOSPITAL DIVINO NIÑO DE RIVERA;1;Instituciones - IPS;SI;Calle 5 No. 11-05;8387410;8387410;hospitaldivinoninorivera@hotmail.com;TANIA PATRICIA TRUJILLO MOSQUERA;1;MUNICIPAL;SI;20030416;20180130;;5;JURIDICO;4;Pública;1;Fecha corte REPS: Nov 20 2017 2:50PM
Huila;SALADOBLANCO;4166000658;EMPRESA SOCIAL DEL ESTADO HOSPITAL NUESTRA SEÑORA DE LAS MERCEDES DE SALADOBLANCO;;813012833;EMPRESA SOCIAL DEL ESTADO HOSPITAL NUESTRA SEÑORA DE LAS MERCEDES DE SALADOBLANCO;1;Instituciones - IPS;SI;CALLE 2 No. 3-22;988323066;8323066;hospitalsaladoblanco@gmail.com;MARTHA YINET VARGAS ROJAS;1;MUNICIPAL;SI;20040302;20190130;;1;JURIDICO;4;Pública;1;Fecha corte REPS: Nov 20 2017 2:50PM
Huila;SAN AGUSTÍN;4166800437;ESE HOSPITAL ARSENIO REPIZO VANEGAS;;891180113;E.S.E. HOSPITAL ARSENIO REPIZO VANEGAS DE SAN AGUSTIN;1;Instituciones - IPS;SI;CALLE 3 No. 2-51 esquina;098-8373314;8373033;eseharv@gmail.com;INGRID JOHANNA ORTIZ LEDEZMA;1;MUNICIPAL;SI;20030412;20180130;;8;JURIDICO;4;Pública;1;Fecha corte REPS: Nov 20 2017 2:50PM
Huila;SANTA MARÍA;4167600415;ESE Nuestra Señora del Carmen;;813010024;ESE Nuestra Señora del Carmen;1;Instituciones - IPS;SI;CARRERA 8 No 15 - 16;8787186;8787066;ipssantamariahuila@gmail.com;DIEGO FERNANDO ANDRADE SANTOFIMIO;1;MUNICIPAL;SI;20110323;20180323;;9;JURIDICO;4;Pública;1;Fecha corte REPS: Nov 20 2017 2:50PM
Huila;SUAZA;4177000420;ESE HOSPITAL NUESTRA SEÑORA DE FATIMA DE SUAZA;;891180190;ESE HOSPITAL NUESTRA SEÑORA DE FATIMA DE SUAZA;1;Instituciones - IPS;SI;CARRERA 5 N 7-25;8324032;8324032;hnsf@hotmail.com;ENEYDA ORTIZ RAMIREZ;1;MUNICIPAL;SI;20110502;20180502;;5;JURIDICO;4;Pública;1;Fecha corte REPS: Nov 20 2017 2:50PM
Huila;TARQUI;4179100333;E.S.E HOSPITAL SAN ANTONIO DE TARQUI;;891180232;E.S.E. HOSPITAL SAN ANTONIO DE TARQUI;1;Instituciones - IPS;SI;CALLE 1 No.6-68;988329188;8329190;esesanantoniotarqui@yahoo.es;MARIA NELFFY RINCON MENDEZ;1;MUNICIPAL;SI;20030410;20180130;;6;JURIDICO;4;Pública;1;Fecha corte REPS: Nov 20 2017 2:50PM
Huila;TELLO;4179900530;ESE CENTRO DE SALUD MIGUEL BARRETO LOPEZ DE TELLO;;813004018;ESE CENTRO DE SALUD MIGUEL BARRETO LOPEZ DE TELLO;1;Instituciones - IPS;SI;CARRERA 6 No. 4-56;8784008;8784002;hospital@tello-huila.gov.coesetellombl@yahoo.es;MONICA SANCHEZ FALLA;1;MUNICIPAL;SI;20070815;20180130;;1;JURIDICO;4;Pública;1;Fecha corte REPS: Nov 20 2017 2:50PM
